code,description,type,parent,is_billable,icd9_equiv
T27.5,Corrosione interessante laringe e trachea con polmone,cat 4,T27,1,947.1
T27.6,Corrosioni di altre parti delle vie respiratorie,cat 4,T27,1,947.1
T27.7,"Corrosione delle vie respiratorie, parte non specificata",cat 4,T27,1,947.1
T28,Ustione e corrosione di altri organi interni,cat 3,T26-T28,0,ND
T28.0,Ustione di bocca e faringe,cat 4,T28,1,947.0
T28.1,Ustione dell’esofago,cat 4,T28,1,947.2
T28.2,Ustione di altre parti dell’apparato digerente,cat 4,T28,1,947.3
T28.3,Ustione di organi genitourinari interni,cat 4,T28,0,ND
T28.30,Ustione di organi genitali femminili interni,cat 5,T28.3,1,947.4
T28.38,Ustione di altri organi genitourinari interni,cat 5,T28.3,1,947.8
T28.4,Ustione di altri e non specificati organi interni,cat 4,T28,1,947.8
T28.5,Corrosione di bocca e faringe,cat 4,T28,1,947.0
T28.6,Corrosione dell’esofago,cat 4,T28,1,947.2
T28.7,Corrosione di altre parti dell’apparato digerente,cat 4,T28,1,947.3
T28.8,Corrosione di organi genitourinari interni,cat 4,T28,0,ND
T28.80,Corrosione di organi genitali femminili interni,cat 5,T28.8,1,947.4
T28.88,Corrosione di altri organi genitourinari interni,cat 5,T28.8,1,947.8
T28.9,Corrosione di altri e non specificati organi interni,cat 4,T28,1,947.8
T29-T32,Ustioni e corrosioni di regioni corporee multiple e non specificate,block,T20-T32,0,ND
T29,Ustioni e corrosioni di regioni corporee multiple,cat 3,T29-T32,0,ND
T29.0,"Ustioni di regioni multiple, grado non specificato",cat 4,T29,1,946.0
T29.1,"Ustioni di regioni multiple, senza menzione di ustioni superiori al primo grado",cat 4,T29,1,946.1
T29.2,"Ustioni di regioni multiple, senza menzione di ustioni superiori al secondo grado",cat 4,T29,1,946.2
T29.3,"Ustioni di regioni multiple, con menzione di almeno un’ustione di terzo grado",cat 4,T29,1,946.3
T29.4,"Corrosioni di regioni multiple, grado non specificato",cat 4,T29,1,946.0
T29.5,"Corrosioni di regioni multiple, senza menzione di corrosioni superiori al primo grado",cat 4,T29,1,946.1
T29.6,"Corrosioni di regioni multiple, senza menzione di corrosioni superiori al secondo grado",cat 4,T29,1,946.2
T29.7,"Corrosioni di regioni multiple, con menzione di almeno una corrosione di terzo grado",cat 4,T29,1,946.3
T30,"Ustione e corrosione, regione corporea non specificata",cat 3,T29-T32,0,ND
T30.0,"Ustione di regione corporea non specificata, grado non specificato",cat 4,T30,1,949.0
T30.1,"Ustione di primo grado, regione corporea non specificata",cat 4,T30,1,949.1
T30.2,"Ustione di secondo grado, regione corporea non specificata",cat 4,T30,1,949.2
T30.3,"Ustione di terzo grado, regione corporea non specificata",cat 4,T30,1,949.3
T30.4,"Corrosione di regione corporea non specificata, grado non specificato",cat 4,T30,1,949.0
T30.5,"Corrosione di primo grado, regione corporea non specificata",cat 4,T30,1,949.1
T30.6,"Corrosione di secondo grado, regione corporea non specificata",cat 4,T30,1,949.2
T30.7,"Corrosione di terzo grado, regione corporea non specificata",cat 4,T30,1,949.4
T31,Ustioni classificate secondo l’estensione della superficie corporea interessata,cat 3,T29-T32,0,ND
T31.0,Ustioni interessanti meno del 10% della superficie corporea,cat 4,T31,1,948.00
T31.1,Ustioni interessanti il 10-19% della superficie corporea,cat 4,T31,0,ND
T31.10,"Ustioni interessanti il 10-19% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.1,1,948.10
T31.11,"Ustioni interessanti il 10-19% della superficie corporea, ustioni di terzo grado coinvolgenti il 10%-19% della superficie corporea",cat 5,T31.1,1,948.11
T31.2,Ustioni interessanti il 20-29% della superficie corporea,cat 4,T31,0,ND
T31.20,"Ustioni interessanti il 20-29% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.2,1,948.20
T31.21,"Ustioni interessanti il 20-29% della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% al 29% della superficie corporea",cat 5,T31.2,1,948.21
T31.3,Ustioni interessanti il 30-39% della superficie corporea,cat 4,T31,0,ND
T31.30,"Ustioni interessanti il 30-39% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.3,1,948.30
T31.31,"Ustioni interessanti il 30-39% della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% al 39% della superficie corporea",cat 5,T31.3,1,948.31
T31.4,Ustioni interessanti il 40-49% della superficie corporea,cat 4,T31,0,ND
T31.40,"Ustioni interessanti il 40-49% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.4,1,948.40
T31.41,"Ustioni interessanti il 40-49% della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% al 49% della superficie corporea",cat 5,T31.4,1,948.43
T31.5,Ustioni interessanti il 50-59% della superficie corporea,cat 4,T31,0,ND
T31.50,"Ustioni interessanti il 50-59% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.5,1,948.50
T31.51,"Ustioni interessanti il 50-59% della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% al 59% della superficie corporea",cat 5,T31.5,1,948.51
T31.6,Ustioni interessanti il 60-69% della superficie corporea,cat 4,T31,0,ND
T31.60,"Ustioni interessanti il 60-69% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.6,1,948.60
T31.61,"Ustioni interessanti il 60-69% della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% al 69% della superficie corporea",cat 5,T31.6,1,948.61
T31.7,Ustioni interessanti il 70-79% della superficie corporea,cat 4,T31,0,ND
T31.70,"Ustioni interessanti il 70-79% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.7,1,948.70
T31.71,"Ustioni interessanti il 70-79% della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% al 79% della superficie corporea",cat 5,T31.7,1,948.77
T31.8,Ustioni interessanti l’80-89% della superficie corporea,cat 4,T31,0,ND
T31.80,"Ustioni interessanti l’80-89% della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.8,1,948.80
T31.81,"Ustioni interessanti l’80-89% della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% all’89% della superficie corporea",cat 5,T31.8,1,948.81
T31.9,Ustioni interessanti il 90% o più della superficie corporea,cat 4,T31,0,ND
T31.90,"Ustioni interessanti il 90% o più della superficie corporea, ustioni di terzo grado coinvolgenti meno del 10% della superficie corporea",cat 5,T31.9,1,948.90
T31.91,"Ustioni interessanti il 90% o più della superficie corporea, ustioni di terzo grado coinvolgenti dal 10% al 90% o più della superficie corporea",cat 5,T31.9,1,948.91
