code,description
46.42,Riparazione di ernia pericolostomica
46.43,Altra revisione di orifizio artificiale dell’intestino crasso
46.5,Chiusura di orifizio intestinale artificiale
46.50,"Chiusura di orifizio intestinale artificiale, SAI"
46.51,Chiusura di orifizio artificiale dell’intestino tenue
46.52,Chiusura di orifizio artificiale dell’intestino crasso
46.6,Fissazione dell’intestino
46.60,"Fissazione di intestino, SAI"
46.61,Fissazione di intestino tenue alla parete addominale
46.62,Altra fissazione dell’intestino tenue
46.63,Fissazione dell’intestino crasso alla parete addominale
46.64,Altra fissazione dell’intestino crasso
46.7,Altra riparazione dell’intestino
46.71,Sutura di lacerazione del duodeno
46.72,Chiusura di fistola del duodeno
46.73,Sutura di lacerazione dell’intestino tenue eccetto il duodeno
46.74,"Chiusura di fistola dell’intestino tenue, eccetto il duodeno"
46.75,Sutura di lacerazione dell’intestino crasso
46.76,Chiusura di fistola dell’intestino crasso
46.79,Altra riparazione dell’intestino
46.8,Dilatazione e manipolazione intraaddominale dell’intestino
46.80,"Manipolazione intraaddominale dell’intestino, non altrimenti specificato"
46.81,Manipolazione intraaddominale dell’intestino tenue
46.82,Manipolazione intraaddominale dell’intestino crasso
46.85,Dilatazione dell’intestino
46.9,Altri interventi sull’intestino
46.91,Miotomia del colon sigmoideo
46.92,Miotomia di altre parti del colon
46.93,Revisione di anastomosi dell’intestino tenue
46.94,Revisione di anastomosi dell’intestino crasso
46.95,Perfusione locale dell’intestino tenue
46.96,Perfusione locale dell’intestino crasso
46.97,Trapianto dell’intestino
46.99,"Altri interventi sull’intestino (Asportazione di mucosa per duplicazione intestinale: stomaco, duodeno, tenue, colon, retto)"
47,Interventi sull’appendice
47.0,Appendicectomia
47.01,Appendectomia laparoscopica
47.09,Altra appendectomia
47.1,Appendicectomia in corso di altro intervento
47.11,Appendectomia laparoscopica in corso di altro intervento
47.19,Altra appendectomia in corso di altro intervento
47.2,Drenaggio di ascesso appendicolare
47.9,Altri interventi sull’appendice
47.91,Appendicostomia
47.92,Chiusura di fistola dell’appendice
47.99,Altri interventi sull’appendice
48,"Interventi sul retto, sul rettosigmoide e sui tessuti perirettali"
48.0,Proctotomia
48.1,Proctostomia
48.2,Procedure diagnostiche sul retto e sui tessuti perirettali
48.21,Proctosigmoidoscopia transaddominale
48.22,Proctosigmoidoscopia attraverso orifizio artificiale
48.23,Altra proctosigmoidoscopia con endoscopio rigido
48.24,Biopsia [endoscopica] del retto
48.25,Biopsia a cielo aperto del retto
48.26,Biopsia di tessuti perirettali
48.29,"Altre procedure diagnostiche sul retto, rettosigmoide e tessuti perirettali"
48.3,Asportazione o demolizione locale di lesione o tessuto del retto
48.31,Elettrocoagulazione radicale di lesione o tessuto del retto
48.32,Altra elettrocoagulazione di lesione o tessuto del retto
48.33,Demolizione di lesione o tessuto del retto mediante laser
48.34,Demolizione di lesione o tessuto del retto mediante criochirurgia
48.35,Asportazione locale di lesione o tessuto del retto
48.36,Polipectomia [endoscopica] del retto
48.4,Resezione del retto con pull-through
48.41,Resezione della sottomucosa del retto (secondo Soave)
48.49,Altra resezione del retto con pullthrough
48.5,Resezione del retto per via addominoperineale
48.6,Altra resezione del retto
48.61,Rettosigmoidectomia transsacrale
48.62,Resezione anteriore del retto con contemporanea coIostomia
48.63,Altra resezione anteriore del retto
48.64,Resezione posteriore del retto
48.65,Resezione del retto secondo Duhamel
48.69,Altra resezione del retto
48.7,Riparazione del retto
48.71,Sutura di lacerazione del retto
48.72,Chiusura di proctostomia
48.73,Chiusura di altra fistola rettale
48.74,Retto-rettostomia
48.75,Proctopessi addominale
48.76,Altra proctopessi
48.79,Altra riparazione del retto
48.8,Incisione ed asportazione di lesione o tessuto perirettale
48.81,Incisione di tessuto perirettale
48.82,Asportazione di tessuto perirettale
48.9,Altri interventi sul retto e sui tessuti perirettali
48.91,Incisione di stenosi rettale
48.92,Miomectomia anorettale
48.93,Riparazione di fistola perirettale
48.99,Altri interventi sul retto e sui tessuti perirettali
49,Interventi sull’ano
49.0,Incisione o asportazione di tessuti perianali
49.01,Incisione di ascesso perianale
49.02,Altra incisione di tessuti perianali
49.03,Asportazione di appendice cutanea perianale
49.04,Altra asportazione di tessuti perianali
49.1,Incisione o asportazione di fistola anale
49.11,Fistulotomia anale
49.12,Fistulectomia anale
49.2,Procedure diagnostiche sull’ano e sui tessuti perianali
49.21,Anoscopia
49.22,Biopsia dei tessuti perianali
49.23,Biopsia dell’ano
49.29,Altre procedure diagnostiche sull’ano e sui tessuti perianali
49.3,Asportazione o demolizione locale di altra lesione o tessuto dell’ano
49.31,Asportazione endoscopica o demolizione di lesione o tessuto dell’ano
49.39,Altra asportazione o demolizione locale di lesione o tessuto dell’ano
49.4,Interventi sulle emorroidi
49.41,Riduzioni di emorroidi
49.42,Iniezioni delle emorroidi
49.43,Cauterizzazione delle emorroidi
49.44,Demolizione di emorroidi per crioterapia
49.45,Legatura delle emorroidi
49.46,Asportazione delle emorroidi
49.47,Rimozione di emorroidi trombizzate
49.49,Altri interventi sulle emorroidi
49.5,Sfinterotomia
49.51,Sfinterotomia anale laterale sinistra
49.52,Sfinterotomia anale posteriore
49.59,Altra sfinterotomia anale
49.6,Asportazione dell’ano
49.7,Riparazione dell’ano
49.71,Sutura di lacerazione dell’ano
49.72,Cerchiaggio anale
49.73,Chiusura di fistola anale
49.74,Trapianto del muscolo gracile per incontinenza anale
49.75,Impianto o revisione di sfintere anale artificiale
49.76,Rimozione di sfintere anale artificiale
49.79,Altra riparazione dello sfintere anale
49.9,Altri interventi sull’ano
49.91,Incisione di setto anale
49.92,Inserzione sottocutanea di stimolatore anale elettrico
49.93,Altra incisione dell’ano
49.94,Riduzione di prolasso anale
49.95,Controllo (postoperatorio) di emorragia dell’ano
49.99,Altri interventi sull’ano
50,Interventi sul fegato
50.0,Epatotomia
50.1,Procedure diagnostiche sul fegato
50.11,Biopsia [percutanea] [agobiopsia] del fegato
50.12,Biopsia a cielo aperto del fegato
50.19,Altre procedure diagnostiche sul fegato
50.2,Asportazione o demolizione locale di tessuti o lesioni del fegato
50.21,Marsupializzazione di lesione del fegato
50.22,Epatectomia parziale
50.23,Ablazione aperta di tessuto o lesione epatici
50.24,Ablazione percutanea di tessuto o lesione epatici
50.25,Ablazione laparoscopica di tessuto o lesione epatici
50.26,Altre e non specificate ablazioni di tessuto o lesione epatici
50.29,Altra demolizione di lesione del fegato
50.3,Lobectomia del fegato
50.4,Epatectomia totale
50.5,Trapianto del fegato
50.51,Trapianto di fegato ausiliario
50.59,Altro trapianto del fegato
50.6,Riparazione del fegato
50.61,Chiusura di lacerazione del fegato
50.69,Altra riparazione del fegato
50.9,Altri interventi sul fegato
50.91,Aspirazione percutanea del fegato
50.92,Assistenza epatica extracorporea
50.93,Perfusione localizzata del fegato
50.94,Altra iniezione dl sostanza terapeutica nel fegato
50.99,Altri interventi sul fegato
51,Interventi sulla colecisti e sulle vie biliari
51.0,Colecistotomia e colecistostomia
51.01,Aspirazione percutanea della colecisti
51.02,Colecistostomia con trequarti
51.03,Altra colecistostomia
51.04,Altra colecistotomia
51.1,Procedure diagnostiche sulle vie biliari
51.10,Colangiopancreatografia retrograda endoscopica [ERCP]
51.11,Colangiografia retrograda endoscopica [ERC]
51.12,Biopsia percutanea della colecisti e dei dotti biliari
51.13,Biopsia a cielo aperto della colecisti e dei dotti biliari
51.14,Altra biopsia [endoscopica] del tratto biliare o dello sfintere di Oddi
51.15,Misurazione di pressione dello sfintere di Oddi
51.19,Altre procedure diagnostiche sulle vie biliari
51.2,Colecistectomia
51.21,Altra colecistectomia parziale
51.22,Colecistectomia
51.23,Colecistectomia laparoscopica
51.24,Colecistectomia parziale laparoscopica
51.3,Anastomosi della colecisti o del dotto biliare
51.31,Anastomosi fra colecisti e dotti epatici
51.32,Anastomosi fra colecisti e intestino
51.33,Anastomosi fra colecisti e pancreas
51.34,Anastomosi fra colecisti e stomaco
51.35,Altra anastomosi della colecisti
51.36,Coledocoenterostomia
51.37,Anastomosi fra dotto epatico e intestino
51.39,Altra anastomosi del dotto biliare
51.4,Incisione del dotto biliare per rimozione di occlusione
51.41,Esplorazione del dotto comune per rimozione di calcoli
51.42,Esplorazione del dotto comune per rimozione di altra occlusione
51.43,Posizionamento di tubo di Kherr o TPE per decompressione
51.49,Incisione di altri dotti biliari per rimozione di occlusione
51.5,Altra incisione del dotto biliare
51.51,Esplorazione del dotto biliare comune
51.59,Incisione di altro dotto biliare
51.6,Asportazione o demolizione locale di lesione o tessuto del dotto biliare e dello sfintere di Oddi
51.61,Asportazione del dotto cistico residuo
51.62,Asportazione dell’ampolla di Vater con reimpianto del dotto comune
51.63,Altra asportazione del dotto biliare comune
51.64,Asportazione o demolizione endoscopica di lesione dei dotti biliari o dello sfintere di Oddi
51.69,Asportazione di altro dotto biliare
51.7,Riparazioni dei dotti biliari
51.71,Sutura semplice del dotto biliare comune
51.72,Coledocoplastica
51.79,Riparazione di altri dotti biliari
51.8,Altri interventi sullo sfintere di Oddi e sui dotti biliari
51.81,Dilatazione dello sfintere di Oddi
51.82,Sfinterotomia pancreatica
51.83,Sfinteroplastica pancreatica (Papillosfinteroplastica)
51.84,Dilatazione endoscopica dell’ampolla e del dotto biliare
51.85,Sfinterotomia e papillotomia endoscopica
51.86,Inserzione endoscopica di tubo per drenaggio nasobiliare
51.87,Inserzione endoscopica di tubo nel dotto biliare
51.88,Rimozione endoscopica di calcoli dal tratto biliare
51.89,Altri interventi sullo sfintere di Oddi
51.9,Altri interventi sulle vie biliari
51.91,Riparazione di lacerazione della colecisti
51.92,Chiusura di colecistostomia
51.93,Chiusura di altra fistola biliare
51.94,Revisione di anastomosi delle vie biliari
51.95,Rimozioni di protesi dal dotto biliare
51.96,Estrazione percutanea di calcoli dal dotto comune
51.98,Altri interventi percutanei sul tratto biliare
51.99,Altri interventi sulle vie biliari
52,Interventi sul pancreas
52.0,Pancreatotomia
52.01,Drenaggio di cisti pancreatica mediante catetere
52.09,Altra pancreatotomia
52.1,Procedure diagnostiche sul pancreas
52.11,Biopsia [agobiopsia] [percutanea] [aspirazione] del pancreas
52.12,Biopsia a cielo aperto del pancreas
52.13,Pancreatografia retrograda endoscopica [ERP]
52.14,Biopsia [endoscopica] del dotto pancreatico
52.19,Altre procedure diagnostiche sul pancreas
52.2,Asportazione o demolizione locale del pancreas e del dotto pancreatico
52.21,Asportazione o demolizione endoscopica di lesione o tessuto del dotto pancreatico
52.22,Altra escissione o demolizione di lesione o tessuto del pancreas o del dotto pancreatico
52.3,Marsupializzazione di cisti pancreatica
52.4,Drenaggio interno di cisti pancreatica
52.5,Pancreatectomia parziale
52.51,Pancreatectomia prossimale
52.52,Pancreatectomia distale
52.53,Pancreatectomia sub-totale radicale
52.59,Altra pancreatectomia parziale
52.6,Pancreatectomia totale
52.7,Pancreaticoduodenectomia radicale
52.8,Trapianto del pancreas
52.80,"Trapianto del pancreas, SAI"
52.81,Reimpianto di tessuto pancreatico
52.82,Trapianto omologo di pancreas
52.83,Trapianto eterologo di pancreas
52.84,Autotrapianto di cellule delle isole di Langerhans
52.85,Allotrapianto di cellule delle isole di Langerhans
52.86,"Trapianto di cellule di Islet of Langerhans, SAI"
52.9,Altri interventi sul pancreas
52.92,Incannulazione del dotto pancreatico
52.93,Inserzione endoscopica di tubo nel dotto pancreatico
52.94,Rimozione endoscopica di calcoli dal dotto pancreatico
52.95,Altra riparazione del pancreas
52.96,Anastomosi del pancreas
52.97,Inserzione endoscopica di tubo per drenaggio nasopancreatico
52.98,Dilatazione endoscopica del dotto pancreatico
52.99,Altri interventi sul pancreas per via chirurgica
53,Riparazione di ernia
53.0,Riparazione monolaterale di ernia inguinale
53.00,"Riparazione monolaterale di ernia inguinale, SAI"
53.01,Riparazione monolaterale di ernia inguinale diretta
53.02,Riparazione monolaterale di ernia inguinale indiretta
53.03,Riparazione monolaterale di ernia inguinale diretta con innesto o protesi
53.04,Riparazione monolaterale di ernia inguinale indiretta con innesto o protesi
53.05,"Riparazione monolaterale di ernia inguinale con innesto o protesi, SAI"
53.1,Riparazione bilaterale di ernia inguinale
53.10,"Riparazione bilaterale di ernia inguinale, SAI"
53.11,Riparazione bilaterale di ernia inguinale diretta
53.12,Riparazione bilaterale di ernia inguinale indiretta
53.13,"Riparazione bilaterale di ernia inguinale, una diretta e una indiretta"
53.14,Riparazione bilaterale di ernia inguinale diretta con innesto o protesi
53.15,Riparazione bilaterale di ernia inguinale indiretta con innesto o protesi
53.16,"Riparazione bilaterale di ernia inguinale una diretta e una indiretta, con innesto o protesi"
53.17,"Riparazione bilaterale di ernia inguinale con innesto o protesi, SAI"
53.2,Riparazione monolaterale di ernia crurale
53.21,Riparazione monolaterale di ernia crurale con innesto o protesi
53.29,Altra erniorrafia crurale monolaterale
53.3,Riparazione bilaterale di ernia crurale
53.31,Riparazione bilaterale di ernia crurale con innesto o protesi
53.39,Altra erniorrafia crurale bilaterale
53.4,Riparazione di ernia ombelicale
